[2026-04-03 17:59:37] IP=172.18.0.1 PUERTO=42198 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-03 18:35:39] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 45.32 | TX=OK DATA_RECEIVED

[2026-04-03 18:35:44] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 32.62 | TX=OK DATA_RECEIVED

[2026-04-03 18:35:50] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 34.14 | TX=OK DATA_RECEIVED

[2026-04-03 18:35:55] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 25.56 | TX=OK DATA_RECEIVED

[2026-04-03 18:36:00] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 24.8 | TX=OK DATA_RECEIVED

[2026-04-03 18:36:05] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 20.57 | TX=OK DATA_RECEIVED

[2026-04-03 18:36:10] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 19.66 | TX=OK DATA_RECEIVED

[2026-04-03 18:36:14] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 31.91 | TX=OK DATA_RECEIVED

[2026-04-03 18:36:20] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 31.02 | TX=OK DATA_RECEIVED

[2026-04-03 18:36:25] IP=172.18.0.1 PUERTO=46124 | RX=anomalia detectada | TX=ALERT temp-001 temperature 49.6200 TEMPERATURA_ALTA (49.6 > 40.0)

[2026-04-03 18:36:25] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 49.62 | TX=OK DATA_RECEIVED

[2026-04-03 18:36:30] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 28.45 | TX=OK DATA_RECEIVED

[2026-04-03 18:36:35] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 20.85 | TX=OK DATA_RECEIVED

[2026-04-03 18:36:40] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 22.39 | TX=OK DATA_RECEIVED

[2026-04-03 18:36:44] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 27.76 | TX=OK DATA_RECEIVED

[2026-04-03 18:36:49] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 23.32 | TX=OK DATA_RECEIVED

[2026-04-03 18:36:55] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 16.41 | TX=OK DATA_RECEIVED

[2026-04-03 18:37:00] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 28.55 | TX=OK DATA_RECEIVED

[2026-04-03 18:37:05] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 32.32 | TX=OK DATA_RECEIVED

[2026-04-03 18:37:10] IP=172.18.0.1 PUERTO=46124 | RX=anomalia detectada | TX=ALERT temp-001 temperature 49.4300 TEMPERATURA_ALTA (49.4 > 40.0)

[2026-04-03 18:37:10] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 49.43 | TX=OK DATA_RECEIVED

[2026-04-03 18:37:15] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 23.56 | TX=OK DATA_RECEIVED

[2026-04-03 18:37:19] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 33.65 | TX=OK DATA_RECEIVED

[2026-04-03 18:37:25] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 33.65 | TX=OK DATA_RECEIVED

[2026-04-03 18:37:30] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 33.04 | TX=OK DATA_RECEIVED

[2026-04-03 18:37:35] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 21.92 | TX=OK DATA_RECEIVED

[2026-04-03 18:37:40] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 33.51 | TX=OK DATA_RECEIVED

[2026-04-03 18:37:45] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 15.59 | TX=OK DATA_RECEIVED

[2026-04-03 18:37:49] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 30.94 | TX=OK DATA_RECEIVED

[2026-04-03 18:37:56] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 26.92 | TX=OK DATA_RECEIVED

[2026-04-03 18:38:00] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 22.45 | TX=OK DATA_RECEIVED

[2026-04-03 18:38:05] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 15.68 | TX=OK DATA_RECEIVED

[2026-04-03 18:38:10] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 19.74 | TX=OK DATA_RECEIVED

[2026-04-03 18:38:15] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 29.14 | TX=OK DATA_RECEIVED

[2026-04-03 18:38:20] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 15.81 | TX=OK DATA_RECEIVED

[2026-04-03 18:38:26] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 29.24 | TX=OK DATA_RECEIVED

[2026-04-03 18:38:32] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 15.09 | TX=OK DATA_RECEIVED

[2026-04-03 18:44:22] IP=172.18.0.1 PUERTO=46124 | RX=DATA temp-001 temperature 24.71 | TX=OK DATA_RECEIVED

[2026-04-03 18:44:24] IP=172.18.0.1 PUERTO=46124 | RX=DESCONEXION | TX=temp-001
[2026-04-03 19:00:41] IP=172.18.0.1 PUERTO=54304 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-03 19:00:41] IP=172.18.0.1 PUERTO=54304 | RX=REGISTER OPERATOR emi_cmd | TX=OK OPERATOR_REGISTERED emi_cmd

[2026-04-03 19:00:41] IP=172.18.0.1 PUERTO=54318 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-03 19:00:41] IP=172.18.0.1 PUERTO=54318 | RX=REGISTER OPERATOR emi | TX=OK OPERATOR_REGISTERED emi

[2026-04-03 19:00:41] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST []

[2026-04-03 19:01:01] IP=172.18.0.1 PUERTO=56344 | RX=CONEXION_ESTABLECIDA | TX=-
[2026-04-03 19:01:01] IP=172.18.0.1 PUERTO=56344 | RX=REGISTER SENSOR temp-001 temperature | TX=OK SENSOR_REGISTERED temp-001

[2026-04-03 19:01:01] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 24.58 | TX=OK DATA_RECEIVED

[2026-04-03 19:01:07] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 25.36 | TX=OK DATA_RECEIVED

[2026-04-03 19:01:12] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 23.7 | TX=OK DATA_RECEIVED

[2026-04-03 19:01:15] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:23.70,ip:172.18.0.1}]

[2026-04-03 19:01:17] IP=172.18.0.1 PUERTO=56344 | RX=anomalia detectada | TX=ALERT temp-001 temperature 46.6700 TEMPERATURA_ALTA (46.7 > 40.0)

[2026-04-03 19:01:17] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 46.67 | TX=OK DATA_RECEIVED

[2026-04-03 19:01:21] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:46.67,ip:172.18.0.1}]

[2026-04-03 19:01:21] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 24.78 | TX=OK DATA_RECEIVED

[2026-04-03 19:01:25] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:24.78,ip:172.18.0.1}]

[2026-04-03 19:01:26] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 22.01 | TX=OK DATA_RECEIVED

[2026-04-03 19:01:28] IP=172.18.0.1 PUERTO=54304 | RX=GET HISTORY temp-001 | TX=HISTORY temp-001 [{t:1775242861,v:24.58}{t:1775242867,v:25.36}{t:1775242872,v:23.70}{t:1775242877,v:46.67}{t:1775242881,v:24.78}{t:1775242886,v:22.01}]

[2026-04-03 19:01:31] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 32.69 | TX=OK DATA_RECEIVED

[2026-04-03 19:01:37] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 22.38 | TX=OK DATA_RECEIVED

[2026-04-03 19:01:42] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 18.1 | TX=OK DATA_RECEIVED

[2026-04-03 19:01:47] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 17.97 | TX=OK DATA_RECEIVED

[2026-04-03 19:01:51] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 17.92 | TX=OK DATA_RECEIVED

[2026-04-03 19:01:56] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 30.86 | TX=OK DATA_RECEIVED

[2026-04-03 19:02:01] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 24.96 | TX=OK DATA_RECEIVED

[2026-04-03 19:02:06] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 28.26 | TX=OK DATA_RECEIVED

[2026-04-03 19:02:12] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 34.87 | TX=OK DATA_RECEIVED

[2026-04-03 19:02:17] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 33.42 | TX=OK DATA_RECEIVED

[2026-04-03 19:02:22] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 32.02 | TX=OK DATA_RECEIVED

[2026-04-03 19:02:26] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 24.19 | TX=OK DATA_RECEIVED

[2026-04-03 19:02:31] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 15.58 | TX=OK DATA_RECEIVED

[2026-04-03 19:02:36] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 32.72 | TX=OK DATA_RECEIVED

[2026-04-03 19:02:42] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 27.09 | TX=OK DATA_RECEIVED

[2026-04-03 19:02:47] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 21.25 | TX=OK DATA_RECEIVED

[2026-04-03 19:02:52] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 33.7 | TX=OK DATA_RECEIVED

[2026-04-03 19:02:57] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 28.87 | TX=OK DATA_RECEIVED

[2026-04-03 19:03:01] IP=172.18.0.1 PUERTO=56344 | RX=anomalia detectada | TX=ALERT temp-001 temperature 45.3300 TEMPERATURA_ALTA (45.3 > 40.0)

[2026-04-03 19:03:01] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 45.33 | TX=OK DATA_RECEIVED

[2026-04-03 19:03:06] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 22.18 | TX=OK DATA_RECEIVED

[2026-04-03 19:03:12] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 27.13 | TX=OK DATA_RECEIVED

[2026-04-03 19:03:17] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 25.56 | TX=OK DATA_RECEIVED

[2026-04-03 19:03:22] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 17.11 | TX=OK DATA_RECEIVED

[2026-04-03 19:03:27] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 30.15 | TX=OK DATA_RECEIVED

[2026-04-03 19:03:31] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 32.36 | TX=OK DATA_RECEIVED

[2026-04-03 19:03:36] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 15.26 | TX=OK DATA_RECEIVED

[2026-04-03 19:03:41] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 27.91 | TX=OK DATA_RECEIVED

[2026-04-03 19:03:47] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 24.44 | TX=OK DATA_RECEIVED

[2026-04-03 19:03:52] IP=172.18.0.1 PUERTO=56344 | RX=anomalia detectada | TX=ALERT temp-001 temperature 47.9400 TEMPERATURA_ALTA (47.9 > 40.0)

[2026-04-03 19:03:52] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 47.94 | TX=OK DATA_RECEIVED

[2026-04-03 19:03:57] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 23.83 | TX=OK DATA_RECEIVED

[2026-04-03 19:04:01] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 15.33 | TX=OK DATA_RECEIVED

[2026-04-03 19:04:06] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 30.32 | TX=OK DATA_RECEIVED

[2026-04-03 19:04:11] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 16.77 | TX=OK DATA_RECEIVED

[2026-04-03 19:04:17] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 15.54 | TX=OK DATA_RECEIVED

[2026-04-03 19:04:21] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:15.54,ip:172.18.0.1}]

[2026-04-03 19:04:22] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 28.01 | TX=OK DATA_RECEIVED

[2026-04-03 19:04:26] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:28.01,ip:172.18.0.1}]

[2026-04-03 19:04:27] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 25.53 | TX=OK DATA_RECEIVED

[2026-04-03 19:04:27] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:25.53,ip:172.18.0.1}]

[2026-04-03 19:04:28] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:25.53,ip:172.18.0.1}]

[2026-04-03 19:04:29] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:25.53,ip:172.18.0.1}]

[2026-04-03 19:04:30] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:25.53,ip:172.18.0.1}]

[2026-04-03 19:04:31] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:25.53,ip:172.18.0.1}]

[2026-04-03 19:04:31] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:25.53,ip:172.18.0.1}]

[2026-04-03 19:04:32] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 23.54 | TX=OK DATA_RECEIVED

[2026-04-03 19:04:34] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:23.54,ip:172.18.0.1}]

[2026-04-03 19:04:36] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 34.13 | TX=OK DATA_RECEIVED

[2026-04-03 19:04:39] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:34.13,ip:172.18.0.1}]

[2026-04-03 19:04:41] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 30.85 | TX=OK DATA_RECEIVED

[2026-04-03 19:04:48] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 19.29 | TX=OK DATA_RECEIVED

[2026-04-03 19:04:52] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 29.01 | TX=OK DATA_RECEIVED

[2026-04-03 19:04:57] IP=172.18.0.1 PUERTO=56344 | RX=anomalia detectada | TX=ALERT temp-001 temperature 46.9600 TEMPERATURA_ALTA (47.0 > 40.0)

[2026-04-03 19:04:57] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 46.96 | TX=OK DATA_RECEIVED

[2026-04-03 19:05:02] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 22.0 | TX=OK DATA_RECEIVED

[2026-04-03 19:05:07] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 20.73 | TX=OK DATA_RECEIVED

[2026-04-03 19:05:11] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 16.25 | TX=OK DATA_RECEIVED

[2026-04-03 19:05:16] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 24.41 | TX=OK DATA_RECEIVED

[2026-04-03 19:05:22] IP=172.18.0.1 PUERTO=56344 | RX=anomalia detectada | TX=ALERT temp-001 temperature 48.3400 TEMPERATURA_ALTA (48.3 > 40.0)

[2026-04-03 19:05:22] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 48.34 | TX=OK DATA_RECEIVED

[2026-04-03 19:05:27] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 28.21 | TX=OK DATA_RECEIVED

[2026-04-03 19:05:32] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 24.07 | TX=OK DATA_RECEIVED

[2026-04-03 19:05:37] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 24.69 | TX=OK DATA_RECEIVED

[2026-04-03 19:05:41] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 31.31 | TX=OK DATA_RECEIVED

[2026-04-03 19:05:46] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 18.25 | TX=OK DATA_RECEIVED

[2026-04-03 19:05:53] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 16.87 | TX=OK DATA_RECEIVED

[2026-04-03 19:05:57] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 31.4 | TX=OK DATA_RECEIVED

[2026-04-03 19:06:02] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 15.51 | TX=OK DATA_RECEIVED

[2026-04-03 19:06:07] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 17.11 | TX=OK DATA_RECEIVED

[2026-04-03 19:06:11] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 23.19 | TX=OK DATA_RECEIVED

[2026-04-03 19:06:16] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 22.01 | TX=OK DATA_RECEIVED

[2026-04-03 19:06:23] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 31.41 | TX=OK DATA_RECEIVED

[2026-04-03 19:06:27] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 23.81 | TX=OK DATA_RECEIVED

[2026-04-03 19:06:32] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 17.59 | TX=OK DATA_RECEIVED

[2026-04-03 19:06:37] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 30.26 | TX=OK DATA_RECEIVED

[2026-04-03 19:06:42] IP=172.18.0.1 PUERTO=56344 | RX=anomalia detectada | TX=ALERT temp-001 temperature 46.8300 TEMPERATURA_ALTA (46.8 > 40.0)

[2026-04-03 19:06:42] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 46.83 | TX=OK DATA_RECEIVED

[2026-04-03 19:06:46] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 18.55 | TX=OK DATA_RECEIVED

[2026-04-03 19:06:51] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 23.48 | TX=OK DATA_RECEIVED

[2026-04-03 19:06:58] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 25.31 | TX=OK DATA_RECEIVED

[2026-04-03 19:07:02] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 18.85 | TX=OK DATA_RECEIVED

[2026-04-03 19:07:07] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 21.4 | TX=OK DATA_RECEIVED

[2026-04-03 19:07:12] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 32.94 | TX=OK DATA_RECEIVED

[2026-04-03 19:07:17] IP=172.18.0.1 PUERTO=56344 | RX=anomalia detectada | TX=ALERT temp-001 temperature 49.6900 TEMPERATURA_ALTA (49.7 > 40.0)

[2026-04-03 19:07:17] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 49.69 | TX=OK DATA_RECEIVED

[2026-04-03 19:07:21] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 31.51 | TX=OK DATA_RECEIVED

[2026-04-03 19:07:28] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 16.88 | TX=OK DATA_RECEIVED

[2026-04-03 19:07:33] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 16.74 | TX=OK DATA_RECEIVED

[2026-04-03 19:07:37] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 20.68 | TX=OK DATA_RECEIVED

[2026-04-03 19:07:42] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 19.03 | TX=OK DATA_RECEIVED

[2026-04-03 19:07:47] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 19.41 | TX=OK DATA_RECEIVED

[2026-04-03 19:07:51] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 20.17 | TX=OK DATA_RECEIVED

[2026-04-03 19:07:58] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 16.38 | TX=OK DATA_RECEIVED

[2026-04-03 19:08:03] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 20.41 | TX=OK DATA_RECEIVED

[2026-04-03 19:08:07] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 17.49 | TX=OK DATA_RECEIVED

[2026-04-03 19:08:12] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 25.72 | TX=OK DATA_RECEIVED

[2026-04-03 19:08:17] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 19.31 | TX=OK DATA_RECEIVED

[2026-04-03 19:08:22] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 29.82 | TX=OK DATA_RECEIVED

[2026-04-03 19:08:26] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 24.47 | TX=OK DATA_RECEIVED

[2026-04-03 19:08:33] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 26.35 | TX=OK DATA_RECEIVED

[2026-04-03 19:08:38] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 28.64 | TX=OK DATA_RECEIVED

[2026-04-03 19:08:42] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 15.55 | TX=OK DATA_RECEIVED

[2026-04-03 19:08:47] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 16.3 | TX=OK DATA_RECEIVED

[2026-04-03 19:08:52] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 23.64 | TX=OK DATA_RECEIVED

[2026-04-03 19:08:56] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 20.1 | TX=OK DATA_RECEIVED

[2026-04-03 19:09:03] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 25.23 | TX=OK DATA_RECEIVED

[2026-04-03 19:09:08] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 15.63 | TX=OK DATA_RECEIVED

[2026-04-03 19:09:12] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 18.67 | TX=OK DATA_RECEIVED

[2026-04-03 19:09:17] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 29.45 | TX=OK DATA_RECEIVED

[2026-04-03 19:09:22] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 21.27 | TX=OK DATA_RECEIVED

[2026-04-03 19:09:27] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 27.9 | TX=OK DATA_RECEIVED

[2026-04-03 19:09:28] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:27.90,ip:172.18.0.1}]

[2026-04-03 19:09:30] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST [{id:temp-001,tipo:temperature,valor:27.90,ip:172.18.0.1}]

[2026-04-03 19:09:33] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 23.63 | TX=OK DATA_RECEIVED

[2026-04-03 19:09:34] IP=172.18.0.1 PUERTO=54304 | RX=GET HISTORY temp-001 | TX=HISTORY temp-001 [{t:1775243362,v:21.27}{t:1775243367,v:27.90}{t:1775243373,v:23.63}{t:1775243278,v:16.38}{t:1775243283,v:20.41}{t:1775243287,v:17.49}{t:1775243292,v:25.72}{t:1775243297,v:19.31}{t:1775243302,v:29.82}{t:1775243306,v:24.47}{t:1775243313,v:26.35}{t:1775243318,v:28.64}{t:1775243322,v:15.55}{t:1775243327,v:16.30}{t:1775243332,v:23.64}{t:1775243336,v:20.10}{t:1775243343,v:25.23}{t:1775243348,v:15.63}{t:1775243352,v:18.67}{t:1775243357,v:29.45}]

[2026-04-03 19:09:38] IP=172.18.0.1 PUERTO=56344 | RX=DATA temp-001 temperature 29.18 | TX=OK DATA_RECEIVED

[2026-04-03 19:09:42] IP=172.18.0.1 PUERTO=56344 | RX=DISCONNECT temp-001 | TX=OK GOODBYE

[2026-04-03 19:09:42] IP=172.18.0.1 PUERTO=56344 | RX=DESCONEXION | TX=temp-001
[2026-04-03 19:09:51] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST []

[2026-04-03 19:09:53] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST []

[2026-04-03 19:09:56] IP=172.18.0.1 PUERTO=54304 | RX=LIST SENSORS | TX=SENSOR_LIST []

[2026-04-03 19:10:12] IP=172.18.0.1 PUERTO=54304 | RX=DESCONEXION | TX=emi_cmd
[2026-04-03 19:10:12] IP=172.18.0.1 PUERTO=54318 | RX=DESCONEXION | TX=emi
[2026-04-03 19:44:26] IP=172.18.0.1 PUERTO=49796 | RX=CONEXION_ESTABLECIDA | TX=-
